"current_time","device_name","noise","gps_lat","gps_lng","gps_ccuracy","cell_db","cell_asu","wlan_ssid","wlan_signal_strength","wlan_encryption"
2016/05/23 15:05:58,OnePlus ONE A2003,24.2,52.30607143257747,4.955547353035353,null,99,106,,,
2016/05/23 15:06:10,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:06:20,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:06:40,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:06:53,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:07:03,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:07:21,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:07:35,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:07:45,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:07:57,OnePlus ONE A2003,24.2,52.30602715130336,4.955486379813057,null,99,106,,,
2016/05/23 15:08:07,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:08:25,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:08:36,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:08:46,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:08:56,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:09:07,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:09:26,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:09:41,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:09:51,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:10:08,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:10:21,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:10:31,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:10:51,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:11:01,OnePlus ONE A2003,24.2,52.311183699999994,4.950835699999999,null,99,106,,,
2016/05/23 15:11:11,OnePlus ONE A2003,24.2,52.306165535174216,4.954955718444502,null,99,106,,,
2016/05/23 15:11:21,OnePlus ONE A2003,24.2,52.30616082685741,4.9559438968241,null,99,106,,,
2016/05/23 15:11:31,OnePlus ONE A2003,24.2,52.30580034926062,4.955049583090771,null,99,106,,,
2016/05/23 15:11:41,OnePlus ONE A2003,24.2,52.30595466132077,4.9556510012189925,null,99,106,,,
2016/05/23 15:11:51,OnePlus ONE A2003,24.2,52.30595466132077,4.9556510012189925,null,99,106,,,
2016/05/23 15:12:05,OnePlus ONE A2003,24.2,52.30605418495259,4.954699881083632,null,99,106,,,
2016/05/23 15:12:15,OnePlus ONE A2003,24.2,52.30611336619778,4.954451912134035,null,99,106,,,
2016/05/23 15:12:26,OnePlus ONE A2003,24.2,52.30611336619778,4.954451912134035,null,99,106,,,
2016/05/23 15:12:36,OnePlus ONE A2003,24.2,52.306225809129245,4.953980769302241,null,99,106,,,
2016/05/23 15:12:47,OnePlus ONE A2003,24.2,52.30631457852757,4.953608812783011,null,99,106,,,
2016/05/23 15:12:57,OnePlus ONE A2003,24.2,52.30631457852757,4.953608812783011,null,99,106,,,
2016/05/23 15:13:13,OnePlus ONE A2003,24.2,52.30631457852757,4.953608812783011,null,99,106,,,
2016/05/23 15:13:27,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:13:37,OnePlus ONE A2003,24.2,52.30631457852757,4.953608812783011,null,99,106,,,
2016/05/23 15:13:47,OnePlus ONE A2003,24.2,52.305930541115046,4.955635402546202,null,99,106,,,
2016/05/23 15:13:57,OnePlus ONE A2003,24.2,52.30598485904806,4.955571016839378,null,99,106,,,
2016/05/23 15:14:16,OnePlus ONE A2003,24.2,52.30618597588098,4.955121160201481,null,99,106,,,
2016/05/23 15:14:26,OnePlus ONE A2003,24.2,52.30630181650144,4.954774401613453,null,99,106,,,
2016/05/23 15:14:41,OnePlus ONE A2003,24.2,52.30630181650144,4.954774401613453,null,99,106,,,
2016/05/23 15:14:59,OnePlus ONE A2003,24.2,52.30641668738625,4.954436022258337,null,99,106,,,
2016/05/23 15:15:10,OnePlus ONE A2003,24.2,52.30653155732077,4.954097641088987,null,99,106,,,
2016/05/23 15:15:22,OnePlus ONE A2003,24.2,52.30653155732077,4.954097641088987,null,99,106,,,
2016/05/23 15:15:41,OnePlus ONE A2003,24.2,52.30653155732077,4.954097641088987,null,99,106,,,
2016/05/23 15:16:03,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:16:25,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:16:42,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/23 15:16:54,OnePlus ONE A2003,24.2,52.3111837,4.9508357,null,99,106,,,
2016/05/24 11:38:11,OnePlus ONE A2003,40.95,52.36435374849735,4.9131797455972475,null,99,106,,,
2016/05/24 11:38:21,OnePlus ONE A2003,39.09,52.36439270601819,4.913214601882637,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :,,uva---46 :eduroam---46 :HvAdevicelab---46 :hva---47 :HvAdevicelab---44 :eduroam---44 :eduroam---56 :SWEEX1337---57 :HvAdevicelab---60 :eduroam---60 :eduroam---61 :eduroam---63 :eduroam---64 :HvAdevicelab---64 :eduroam---65 :HvAdevicelab---74 :eduroam---70 :eduroam---70 :hva---75 :eduroam---75 :uva---76 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---56 :UvA Open Wi-Fi---62 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :
2016/05/24 11:38:31,OnePlus ONE A2003,47.18,52.36439270601819,4.913214601882637,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :,,uva---46 :eduroam---46 :HvAdevicelab---46 :hva---47 :HvAdevicelab---44 :eduroam---44 :eduroam---56 :SWEEX1337---57 :HvAdevicelab---60 :eduroam---60 :eduroam---61 :eduroam---63 :eduroam---64 :HvAdevicelab---64 :eduroam---65 :HvAdevicelab---74 :eduroam---70 :eduroam---70 :hva---75 :eduroam---75 :uva---76 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---56 :UvA Open Wi-Fi---62 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :
2016/05/24 11:38:41,OnePlus ONE A2003,43.27,52.364392702442785,4.913214606785844,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :,,uva---46 :eduroam---46 :HvAdevicelab---46 :hva---47 :HvAdevicelab---44 :eduroam---44 :eduroam---56 :SWEEX1337---57 :HvAdevicelab---60 :eduroam---60 :eduroam---61 :eduroam---63 :eduroam---64 :HvAdevicelab---64 :eduroam---65 :HvAdevicelab---74 :eduroam---70 :eduroam---70 :hva---75 :eduroam---75 :uva---76 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---56 :UvA Open Wi-Fi---62 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---63 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :
2016/05/24 11:38:51,OnePlus ONE A2003,39.66,52.36439270070918,4.913214609163271,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :hva--1c:aa:07:23:fa:ab :eduroam--1c:aa:07:23:fa:af :uva--1c:aa:07:17:91:8e :H369A7C8FC0--54:be:53:7c:8f:c0 :UvA Open Wi-Fi--1c:aa:07:23:fa:a2 :KPN Fon--62:be:53:7c:8f:c1 :,,uva---45 :eduroam---45 :HvAdevicelab---46 :hva---45 :HvAdevicelab---44 :eduroam---44 :eduroam---61 :SWEEX1337---68 :HvAdevicelab---67 :eduroam---67 :eduroam---65 :eduroam---67 :eduroam---69 :HvAdevicelab---70 :eduroam---65 :HvAdevicelab---78 :eduroam---70 :eduroam---70 :hva---79 :eduroam---79 :uva---78 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---61 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---67 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---69 :hva---58 :eduroam---58 :uva---82 :H369A7C8FC0---78 :UvA Open Wi-Fi---70 :KPN Fon---81 :
2016/05/24 11:39:01,OnePlus ONE A2003,48.9,52.36439269880081,4.913214611780344,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :hva--1c:aa:07:23:fa:ab :eduroam--1c:aa:07:23:fa:af :uva--1c:aa:07:17:91:8e :H369A7C8FC0--54:be:53:7c:8f:c0 :UvA Open Wi-Fi--1c:aa:07:23:fa:a2 :KPN Fon--62:be:53:7c:8f:c1 :,,uva---45 :eduroam---45 :HvAdevicelab---46 :hva---45 :HvAdevicelab---44 :eduroam---44 :eduroam---61 :SWEEX1337---68 :HvAdevicelab---67 :eduroam---67 :eduroam---65 :eduroam---67 :eduroam---69 :HvAdevicelab---70 :eduroam---65 :HvAdevicelab---78 :eduroam---70 :eduroam---70 :hva---79 :eduroam---79 :uva---78 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---61 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---67 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---69 :hva---58 :eduroam---58 :uva---82 :H369A7C8FC0---78 :UvA Open Wi-Fi---70 :KPN Fon---81 :
2016/05/24 11:39:11,OnePlus ONE A2003,51.13,52.36439269706722,4.913214614157773,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :hva--1c:aa:07:23:fa:ab :eduroam--1c:aa:07:23:fa:af :uva--1c:aa:07:17:91:8e :H369A7C8FC0--54:be:53:7c:8f:c0 :UvA Open Wi-Fi--1c:aa:07:23:fa:a2 :KPN Fon--62:be:53:7c:8f:c1 :,,uva---45 :eduroam---45 :HvAdevicelab---46 :hva---45 :HvAdevicelab---44 :eduroam---44 :eduroam---61 :SWEEX1337---68 :HvAdevicelab---67 :eduroam---67 :eduroam---65 :eduroam---67 :eduroam---69 :HvAdevicelab---70 :eduroam---65 :HvAdevicelab---78 :eduroam---70 :eduroam---70 :hva---79 :eduroam---79 :uva---78 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---61 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---67 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---69 :hva---58 :eduroam---58 :uva---82 :H369A7C8FC0---78 :UvA Open Wi-Fi---70 :KPN Fon---81 :
2016/05/24 11:39:21,OnePlus ONE A2003,57.01,52.36439269689524,4.913214614393611,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :hva--1c:aa:07:23:fa:ab :eduroam--1c:aa:07:23:fa:af :uva--1c:aa:07:17:91:8e :H369A7C8FC0--54:be:53:7c:8f:c0 :UvA Open Wi-Fi--1c:aa:07:23:fa:a2 :KPN Fon--62:be:53:7c:8f:c1 :,,uva---45 :eduroam---45 :HvAdevicelab---46 :hva---45 :HvAdevicelab---44 :eduroam---44 :eduroam---61 :SWEEX1337---68 :HvAdevicelab---67 :eduroam---67 :eduroam---65 :eduroam---67 :eduroam---69 :HvAdevicelab---70 :eduroam---65 :HvAdevicelab---78 :eduroam---70 :eduroam---70 :hva---79 :eduroam---79 :uva---78 :UvA Open Wi-Fi---44 :UvA Open Wi-Fi---61 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---67 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---69 :hva---58 :eduroam---58 :uva---82 :H369A7C8FC0---78 :UvA Open Wi-Fi---70 :KPN Fon---81 :
2016/05/24 11:39:31,OnePlus ONE A2003,49.78,52.36439269689524,4.913214614393611,null,99,106,uva--b4:a4:e3:ca:24:ae :eduroam--b4:a4:e3:ca:24:af :HvAdevicelab--b4:a4:e3:ca:24:ac :hva--b4:a4:e3:ca:24:ab :HvAdevicelab--b4:a4:e3:ca:24:a3 :eduroam--b4:a4:e3:ca:24:a0 :eduroam--00:08:30:5d:50:b2 :SWEEX1337--00:50:18:33:21:fa :HvAdevicelab--1c:aa:07:23:fa:a3 :eduroam--1c:aa:07:23:fa:a0 :eduroam--0c:85:25:c7:75:72 :eduroam--00:08:30:5d:4b:e2 :eduroam--b4:a4:e3:cb:c3:30 :HvAdevicelab--b4:a4:e3:cb:c3:33 :eduroam--00:08:30:70:10:c2 :HvAdevicelab--b4:a4:e3:cb:c3:3c :eduroam--00:08:30:38:a2:82 :eduroam--6c:50:4d:b7:b4:f2 :hva--b4:a4:e3:cb:c3:3b :eduroam--b4:a4:e3:cb:c3:3f :uva--b4:a4:e3:cb:c3:3e :UvA Open Wi-Fi--b4:a4:e3:ca:24:a2 :UvA Open Wi-Fi--00:08:30:5d:50:b0 :UvA Open Wi-Fi--0c:85:25:c7:75:70 :UvA Open Wi-Fi--b4:a4:e3:cb:c3:32 :UvA Open Wi-Fi--00:08:30:5d:4b:e0 :UvA Open Wi-Fi--00:08:30:70:10:c0 :UvA Open Wi-Fi--00:08:30:38:a2:80 :hva--1c:aa:07:23:fa:ab :eduroam--1c:aa:07:23:fa:af :uva--1c:aa:07:17:91:8e :H369A7C8FC0--54:be:53:7c:8f:c0 :UvA Open Wi-Fi--1c:aa:07:23:fa:a2 :KPN Fon--62:be:53:7c:8f:c1 :uva--1c:aa:07:23:fa:ae :eduroam--0c:85:25:c7:75:7d :uva--00:08:30:5d:4b:eb :eduroam--00:08:30:5d:16:52 :uva--1c:aa:07:17:9a:fb :eduroam--1c:aa:07:17:9a:fd :UvA Open Wi-Fi--6c:50:4d:b7:b4:f0 :,,uva---45 :eduroam---45 :HvAdevicelab---46 :hva---46 :HvAdevicelab---46 :eduroam---46 :eduroam---59 :SWEEX1337---68 :HvAdevicelab---64 :eduroam---64 :eduroam---69 :eduroam---68 :eduroam---69 :HvAdevicelab---68 :eduroam---65 :HvAdevicelab---81 :eduroam---70 :eduroam---70 :hva---81 :eduroam---80 :uva---80 :UvA Open Wi-Fi---47 :UvA Open Wi-Fi---60 :UvA Open Wi-Fi---65 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---68 :UvA Open Wi-Fi---69 :UvA Open Wi-Fi---69 :hva---58 :eduroam---58 :uva---82 :H369A7C8FC0---78 :UvA Open Wi-Fi---64 :KPN Fon---81 :uva---62 :eduroam---75 :uva---79 :eduroam---78 :uva---89 :eduroam---90 :UvA Open Wi-Fi---69 :
